"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","all_converge","valid_subset","failed_converge_names"
"470","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","L-BFGS-B",0,-66948.3952387782,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"471","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","L-BFGS-B",0,-66948.3965609659,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"472","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","L-BFGS-B",0,-66948.3964568531,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"473","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","L-BFGS-B",0,-66948.3951824432,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"474","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","L-BFGS-B",0,-66948.3961117039,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"475","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","L-BFGS-B",0,-66948.3953244185,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"476","1.416,0.984,0.444,0.101","L-BFGS-B",0,-54595.8411806081,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"477","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66851.2948267197,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"478","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66947.7503646205,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"479","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66694.5214238455,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"480","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66944.5835966122,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"481","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3955521707,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"482","1.416,0.984,0.444,0.101","L-BFGS-B",0,-65693.1198438367,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"483","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3967980458,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"484","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3965866467,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"485","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3960066695,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"486","1.416,0.984,0.444,0.101","L-BFGS-B",0,2000,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"487","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3963538568,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"488","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3952169248,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"489","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3952387782,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"490","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3965609659,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"491","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3964568531,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"492","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3951824432,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"493","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3961117039,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"494","1.416,0.984,0.444,0.101","L-BFGS-B",0,-66948.3953244185,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"495","5e-04,0.5,1,1","L-BFGS-B",0,-54595.8411806081,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
"496","5e-04,0.5,1,1","L-BFGS-B",0,-66851.2948267197,-69473.8616758741,"3.31836162181649,0.945364575127107,0.63878853123525,0.0483827112741009","2.85956299718004,1.00386651786696,0.449241905877128,0.091790038112516","3.7390634999346,0.96326066988338,0.72629704794743,0.0323962892856889","2.62019078542516,0.983583220757957,0.616548307566492,0.0327577156778627","4.01504882841212,0.935782487971712,0.820909808666263,0.0253096252755932","4.01060161255252,0.731897254209604,0.889032588758097,-0.46879715751387","2.19841836836066,0.985077119352792,0.557638061492852,0.0191894835949872",TRUE,TRUE,""
